"","Year","Lg","G","W","L","Ties","W.L.","pythW.L.","Finish","GB","Playoffs","R","RA","Attendance","BatAge","PAge","X.Bat","X.P","Top.Player","Managers","Team","Popularity"
"1220",2014,"AL East",162,77,85,0,47.5,0.49,"4th of 5",19,"",612,625,1446464,29.3,28.4,43,23,"B.Zobrist (5.0)","J.Maddon (77-85)","Tampa Bay Rays","Unpopular"
"1221",2013,"AL East",163,92,71,0,56.4,0.537,"2nd of 5",5,"Lost LDS (3-1)",700,646,1510300,29.5,29,42,21,"E.Longoria (6.2)","J.Maddon (92-71)","Tampa Bay Rays","Unpopular"
"1222",2012,"AL East",162,90,72,0,55.6,0.586,"3rd of 5",5,"",697,577,1559681,29.7,28.1,43,18,"D.Price (6.6)","J.Maddon (90-72)","Tampa Bay Rays","Unpopular"
"1223",2011,"AL East",162,91,71,0,56.2,0.564,"2nd of 5",6,"Lost LDS (3-1)",707,614,1529188,28.2,27.8,42,21,"B.Zobrist (7.6)","J.Maddon (91-71)","Tampa Bay Rays","Unpopular"
"1224",2010,"AL East",162,96,66,0,59.3,0.596,"1st of 5",0,"Lost LDS (3-2)",802,649,1864999,27.5,28,37,17,"E.Longoria (8.2)","J.Maddon (96-66)","Tampa Bay Rays","Unpopular"
"1225",2009,"AL East",162,84,78,0,51.9,0.529,"3rd of 5",19,"",803,754,1874962,27.8,28.4,41,21,"B.Zobrist (8.6)","J.Maddon (84-78)","Tampa Bay Rays","Unpopular"
"1226",2008,"AL East",162,97,65,0,59.9,0.565,"1st of 5",0,"Lost WS (4-1)",774,671,1811986,27,27.5,46,21,"C.Pena (5.1)","J.Maddon (97-65)","Tampa Bay Rays","Unpopular"
"1227",2007,"AL East",162,66,96,0,40.7,0.415,"5th of 5",30,"",782,944,1387603,25.9,27,45,24,"C.Pena (7.2)","J.Maddon (66-96)","Tampa Bay Rays","Unpopular"
"1228",2006,"AL East",162,61,101,0,37.7,0.402,"5th of 5",36,"",689,856,1368950,27.3,27,49,25,"C.Crawford (4.5)","J.Maddon (61-101)","Tampa Bay Rays","Unpopular"
"1229",2005,"AL East",162,67,95,0,41.4,0.4,"5th of 5",28,"",750,936,1141669,27.5,27.4,43,21,"J.Lugo (4.4)","L.Piniella (67-95)","Tampa Bay Rays","Unpopular"
"1230",2004,"AL East",161,70,91,0,43.5,0.425,"4th of 5",30,"",714,842,1274911,28.1,27.5,48,24,"C.Crawford (4.9)","L.Piniella (70-91)","Tampa Bay Rays","Unpopular"
"1231",2003,"AL East",162,63,99,0,38.9,0.42,"5th of 5",38,"",715,852,1058695,26.3,26.4,51,24,"A.Huff (4.0)","L.Piniella (63-99)","Tampa Bay Rays","Unpopular"
"1232",2002,"AL East",161,55,106,0,34.2,0.362,"5th of 5",48,"",673,918,1065742,27.1,26.9,43,22,"R.Winn (4.9)","H.McRae (55-106)","Tampa Bay Rays","Unpopular"
"1233",2001,"AL East",162,62,100,0,38.3,0.376,"5th of 5",34,"",672,887,1298365,28.1,26.9,46,24,"T.Sturtze (3.3)","L.Rothschild (4-10) and H.McRae (58-90)","Tampa Bay Rays","Unpopular"
"1234",2000,"AL East",161,69,92,0,42.9,0.437,"5th of 5",18,"",733,842,1449673,30.1,29.3,51,24,"G.Vaughn (3.2)","L.Rothschild (69-92)","Tampa Bay Rays","Unpopular"
"1235",1999,"AL East",162,69,93,0,42.6,0.424,"5th of 5",29,"",772,913,1562827,30.2,29.6,46,24,"F.McGriff (4.0)","L.Rothschild (69-93)","Tampa Bay Rays","Unpopular"
"1236",1998,"AL East",162,63,99,0,38.9,0.413,"5th of 5",51,"",620,751,2506293,29.1,27.9,42,22,"R.Arrojo (4.1)","L.Rothschild (63-99)","Tampa Bay Rays","Popular"
"1237",2018,"AL West",162,67,95,0,41.4,0.436,"5th of 5",36,"",737,848,2107107,27.4,30.4,50,32,"M.Minor (3.8)","J.Banister (64-88) and D.Wakamatsu (3-7)","Texas Rangers","Popular"
"1238",2017,"AL West",162,78,84,0,48.1,0.49,"3rd of 5",23,"",799,816,2507760,28.4,28.8,51,31,"A.Cashner (4.6)","J.Banister (78-84)","Texas Rangers","Popular"
"1239",2016,"AL West",162,95,67,0,58.6,0.505,"1st of 5",0,"Lost LDS (3-0)",765,757,2710402,28.4,28.8,52,31,"A.Beltre (6.5)","J.Banister (95-67)","Texas Rangers","Popular"
"1240",2015,"AL West",162,88,74,0,54.3,0.511,"1st of 5",0,"Lost LDS (3-2)",751,733,2491875,28.7,28.1,57,31,"A.Beltre (5.9)","J.Banister (88-74)","Texas Rangers","Popular"
"1241",2014,"AL West",162,67,95,0,41.4,0.412,"5th of 5",31,"",637,773,2718733,28.4,27.9,64,41,"A.Beltre (6.7)","R.Washington (53-87) and T.Bogar (14-8)","Texas Rangers","Popular"
"1242",2013,"AL West",163,91,72,0,55.8,0.563,"2nd of 5",5,"",730,636,3178273,29.6,27.9,46,25,"A.Beltre (5.6)","R.Washington (91-72)","Texas Rangers","Very popular"
"1243",2012,"AL West",162,93,69,0,57.4,0.561,"2nd of 4",1,"Lost ALWC (1-0)",808,707,3460280,29.7,28.8,39,21,"A.Beltre (7.2)","R.Washington (93-69)","Texas Rangers","Very popular"
"1244",2011,"AL West",162,96,66,0,59.3,0.605,"1st of 4",0,"Lost WS (4-3)",855,677,2946949,29.1,28.8,45,25,"I.Kinsler (7.0)","R.Washington (96-66)","Texas Rangers","Popular"
"1245",2010,"AL West",162,90,72,0,55.6,0.562,"1st of 4",0,"Lost WS (4-1)",787,687,2505171,28.3,27.6,48,22,"J.Hamilton (8.7)","R.Washington (90-72)","Texas Rangers","Popular"
"1246",2009,"AL West",162,87,75,0,53.7,0.526,"2nd of 4",10,"",784,740,2156016,27.8,27.7,44,23,"I.Kinsler (6.0)","R.Washington (87-75)","Texas Rangers","Popular"
"1247",2008,"AL West",162,79,83,0,48.8,0.468,"2nd of 4",21,"",901,967,1945677,27.7,28.1,55,30,"J.Hamilton (5.5)","R.Washington (79-83)","Texas Rangers","Unpopular"
"1248",2007,"AL West",162,75,87,0,46.3,0.485,"4th of 4",19,"",816,844,2353862,29.4,27.7,50,25,"I.Kinsler (4.1)","R.Washington (75-87)","Texas Rangers","Popular"
"1249",2006,"AL West",162,80,82,0,49.4,0.529,"3rd of 4",13,"",835,784,2388757,28.4,28.3,51,26,"G.Matthews (5.2)","B.Showalter (80-82)","Texas Rangers","Popular"
"1250",2005,"AL West",162,79,83,0,48.8,0.504,"3rd of 4",16,"",865,858,2525221,27.9,30.5,50,30,"M.Teixeira (7.2)","B.Showalter (79-83)","Texas Rangers","Popular"
"1251",2004,"AL West",162,89,73,0,54.9,0.536,"3rd of 4",3,"",860,794,2513685,27.7,30.6,52,30,"R.Drese (5.1)","B.Showalter (89-73)","Texas Rangers","Popular"
"1252",2003,"AL West",162,71,91,0,43.8,0.427,"4th of 4",25,"",826,969,2094394,28.4,28.1,52,27,"A.Rodriguez (8.4)","B.Showalter (71-91)","Texas Rangers","Popular"
"1253",2002,"AL West",162,72,90,0,44.4,0.479,"4th of 4",31,"",843,882,2352397,29,29.7,51,27,"A.Rodriguez (8.8)","J.Narron (72-90)","Texas Rangers","Popular"
"1254",2001,"AL West",162,73,89,0,45.1,0.462,"4th of 4",43,"",890,968,2831021,29.9,28.5,51,25,"A.Rodriguez (8.3)","J.Oates (11-17) and J.Narron (62-72)","Texas Rangers","Popular"
"1255",2000,"AL West",162,71,91,0,43.8,0.437,"4th of 4",20,"",848,974,2588401,29.5,28.7,42,19,"K.Rogers (5.1)","J.Oates (71-91)","Texas Rangers","Popular"
"1256",1999,"AL West",162,95,67,0,58.6,0.544,"1st of 4",0,"Lost LDS (3-0)",945,859,2771469,30.8,30.1,38,20,"I.Rodriguez (6.4)","J.Oates (95-67)","Texas Rangers","Popular"
"1257",1998,"AL West",162,88,74,0,54.3,0.535,"1st of 4",0,"Lost LDS (3-0)",940,871,2927399,29.9,29.9,42,21,"I.Rodriguez (6.4)","J.Oates (88-74)","Texas Rangers","Popular"
"1258",1997,"AL West",162,77,85,0,47.5,0.491,"3rd of 4",13,"",807,823,2945228,28.3,29.7,44,20,"I.Rodriguez (6.5)","J.Oates (77-85)","Texas Rangers","Popular"
"1259",1996,"AL West",163,90,72,1,55.6,0.568,"1st of 4",0,"Lost LDS (3-1)",928,799,2889020,29.4,30.5,39,17,"K.Hill (6.6)","J.Oates (90-72)","Texas Rangers","Popular"
"1260",1995,"AL West",144,74,70,0,51.4,0.481,"3rd of 4",4,"",691,720,1985910,29.1,30.6,46,22,"K.Rogers (5.8)","J.Oates (74-70)","Texas Rangers","Unpopular"
"1261",1994,"AL West",114,52,62,0,45.6,0.442,"1st of 4",0,"",613,697,2503198,27.4,29,41,22,"W.Clark (3.6)","K.Kennedy (52-62)","Texas Rangers","Popular"
"1262",1993,"AL West",162,86,76,0,53.1,0.548,"2nd of 7",8,"",835,751,2244616,27.6,30.3,44,21,"R.Palmeiro (6.9)","K.Kennedy (86-76)","Texas Rangers","Popular"
"1263",1992,"AL West",162,77,85,0,47.5,0.455,"4th of 7",19,"",682,753,2198231,27.3,29.6,52,25,"K.Brown (4.8)","B.Valentine (45-41) and T.Harrah (32-44)","Texas Rangers","Popular"
"1264",1991,"AL West",162,85,77,0,52.5,0.508,"3rd of 7",10,"",829,814,2297720,27.7,29,49,23,"J.Franco (6.2)","B.Valentine (85-77)","Texas Rangers","Popular"
"1265",1990,"AL West",162,83,79,0,51.2,0.487,"3rd of 7",20,"",676,696,2057911,27.5,30.3,40,18,"J.Franco (6.8)","B.Valentine (83-79)","Texas Rangers","Popular"
"1266",1989,"AL West",162,83,79,0,51.2,0.488,"4th of 7",16,"",695,714,2043993,27.1,29.8,41,18,"R.Sierra (5.9)","B.Valentine (83-79)","Texas Rangers","Popular"
"1267",1988,"AL West",161,70,91,0,43.5,0.435,"6th of 7",33,"",637,735,1581901,26.7,28,41,21,"S.Buechele (4.3)","B.Valentine (70-91)","Texas Rangers","Unpopular"
"1268",1987,"AL West",162,75,87,0,46.3,0.486,"6th of 7",10,"",823,849,1763053,26.3,27.6,39,19,"P.O'Brien (3.3)","B.Valentine (75-87)","Texas Rangers","Unpopular"
"1269",1986,"AL West",162,87,75,0,53.7,0.517,"2nd of 7",5,"",771,743,1692002,27.3,26.4,37,16,"S.Fletcher (4.7)","B.Valentine (87-75)","Texas Rangers","Unpopular"
"1270",1985,"AL West",161,62,99,0,38.5,0.392,"7th of 7",28,"",617,785,1112497,29.1,29.2,43,20,"C.Hough (6.3)","D.Rader (9-23) and B.Valentine (53-76)","Texas Rangers","Unpopular"
"1271",1984,"AL West",161,69,92,0,42.9,0.461,"7th of 7",14,"",656,714,1102471,28.4,29.2,35,14,"B.Bell (6.1)","D.Rader (69-92)","Texas Rangers","Unpopular"
"1272",1983,"AL West",163,77,85,1,47.5,0.522,"3rd of 7",22,"",639,609,1363469,28.7,29.2,37,16,"B.Bell (4.7)","D.Rader (77-85)","Texas Rangers","Unpopular"
"1273",1982,"AL West",162,64,98,0,39.5,0.393,"6th of 7",29,"",590,749,1154432,28.3,29,40,15,"B.Bell (5.7)","D.Zimmer (38-58) and D.Johnson (26-40)","Texas Rangers","Unpopular"
"1274",1981,"AL West",105,57,48,0,54.3,0.568,"2nd of 7",5,"",452,389,850076,29.9,29.5,37,15,"B.Bell (6.2)","D.Zimmer (57-48)","Texas Rangers","Very unpopular"
"1275",1980,"AL West",163,76,85,2,47.2,0.502,"4th of 7",20,"",756,752,1198175,30,31,41,20,"B.Bell (6.5)","P.Corrales (76-85)","Texas Rangers","Unpopular"
"1276",1979,"AL West",162,83,79,0,51.2,0.533,"3rd of 7",5,"",750,698,1519671,27.8,29.3,39,16,"B.Bell (6.9)","P.Corrales (83-79)","Texas Rangers","Unpopular"
"1277",1978,"AL West",162,87,75,0,53.7,0.541,"2nd of 7",5,"",692,632,1447963,28.9,29,37,13,"J.Matlack (6.2)","B.Hunter (86-75) and P.Corrales (1-0)","Texas Rangers","Unpopular"
"1278",1977,"AL West",162,94,68,0,58,0.57,"2nd of 7",8,"",767,657,1250722,28.5,30,42,18,"B.Blyleven (5.8)","F.Lucchesi (31-31), E.Stanky (1-0), C.Ryan (2-4) and B.Hunter (60-33)","Texas Rangers","Unpopular"
"1279",1976,"AL West",162,76,86,0,46.9,0.474,"4th of 6",14,"",616,652,1164982,26.4,29,36,16,"G.Perry (5.8)","F.Lucchesi (76-86)","Texas Rangers","Unpopular"
"1280",1975,"AL West",162,79,83,0,48.8,0.488,"3rd of 6",19,"",714,733,1127924,26.4,29.9,39,17,"T.Harrah (7.1)","B.Martin (44-51) and F.Lucchesi (35-32)","Texas Rangers","Unpopular"
"1281",1974,"AL West",161,84,76,1,52.5,0.495,"2nd of 6",5,"",690,698,1193902,27,28.1,38,15,"F.Jenkins (7.8)","B.Martin (84-76)","Texas Rangers","Unpopular"
"1282",1973,"AL West",162,57,105,0,35.2,0.362,"6th of 6",37,"",619,844,686085,26.4,26.1,42,20,"J.Bibby (4.0)","W.Herzog (47-91), D.Wilber (1-0) and B.Martin (9-14)","Texas Rangers","Very unpopular"
"1283",1972,"AL West",154,54,100,0,35.1,0.362,"6th of 6",38,"",461,628,662974,26.1,25.6,38,16,"M.Paul (3.6)","T.Williams (54-100)","Texas Rangers","Very unpopular"
"1284",1971,"AL East",159,63,96,0,39.6,0.407,"5th of 6",38,"",537,660,655156,27.6,26.4,39,14,"B.Gogolewski (2.9)","T.Williams (63-96)","Texas Rangers","Very unpopular"
"1285",1970,"AL East",162,70,92,0,43.2,0.456,"6th of 6",38,"",626,689,824789,28.1,27.6,40,17,"A.Rodriguez (5.6)","T.Williams (70-92)","Texas Rangers","Very unpopular"
"1286",1969,"AL East",162,86,76,0,53.1,0.534,"4th of 6",23,"",694,644,918106,27.8,27,36,16,"K.McMullen (5.9)","T.Williams (86-76)","Texas Rangers","Very unpopular"
"1287",2018,"AL East",162,73,89,0,45.1,0.427,"4th of 5",35,"",709,832,2325281,29,29.3,63,36,"K.Pillar (2.5)","J.Gibbons (73-89)","Toronto Blue Jays","Popular"
"1288",2017,"AL East",162,76,86,0,46.9,0.444,"4th of 5",17,"",693,784,3203886,31,28.8,60,34,"M.Stroman (5.5)","J.Gibbons (76-86)","Toronto Blue Jays","Very popular"
"1289",2016,"AL East",162,89,73,0,54.9,0.56,"2nd of 5",4,"Lost ALCS (4-1)",759,666,3392099,30.1,29.8,49,29,"J.Donaldson (7.6)","J.Gibbons (89-73)","Toronto Blue Jays","Very popular"
"1290",2015,"AL East",162,93,69,0,57.4,0.628,"1st of 5",0,"Lost ALCS (4-2)",891,670,2794891,29.6,29.2,52,28,"J.Donaldson (8.5)","J.Gibbons (93-69)","Toronto Blue Jays","Popular"
"1291",2014,"AL East",162,83,79,0,51.2,0.524,"3rd of 5",13,"",723,686,2375525,29.2,29.6,55,27,"J.Bautista (6.7)","J.Gibbons (83-79)","Toronto Blue Jays","Popular"
"1292",2013,"AL East",162,74,88,0,45.7,0.473,"5th of 5",23,"",712,756,2536562,29,30.9,53,31,"C.Rasmus (4.9)","J.Gibbons (74-88)","Toronto Blue Jays","Popular"
"1293",2012,"AL East",162,73,89,0,45.1,0.459,"4th of 5",22,"",716,784,2099663,27.8,27.8,54,34,"E.Encarnacion (5.0)","J.Farrell (73-89)","Toronto Blue Jays","Popular"
"1294",2011,"AL East",162,81,81,0,50,0.489,"4th of 5",16,"",743,761,1818103,28.3,27.6,53,30,"J.Bautista (8.3)","J.Farrell (81-81)","Toronto Blue Jays","Unpopular"
"1295",2010,"AL East",162,85,77,0,52.5,0.517,"4th of 5",11,"",755,728,1495482,29.3,28,44,24,"J.Bautista (7.0)","C.Gaston (85-77)","Toronto Blue Jays","Unpopular"
"1296",2009,"AL East",162,75,87,0,46.3,0.516,"4th of 5",28,"",798,771,1876129,29.9,28.4,44,24,"R.Halladay (6.9)","C.Gaston (75-87)","Toronto Blue Jays","Unpopular"
"1297",2008,"AL East",162,86,76,0,53.1,0.572,"4th of 5",11,"",714,610,2399786,31,28.6,43,19,"R.Halladay (6.2)","J.Gibbons (35-39) and C.Gaston (51-37)","Toronto Blue Jays","Popular"
"1298",2007,"AL East",162,83,79,0,51.2,0.534,"3rd of 5",13,"",753,699,2360644,30.5,27.3,46,23,"A.Rios (5.6)","J.Gibbons (83-79)","Toronto Blue Jays","Popular"
"1299",2006,"AL East",162,87,75,0,53.7,0.532,"2nd of 5",10,"",809,754,2302212,28.6,28.1,42,21,"V.Wells (6.2)","J.Gibbons (87-75)","Toronto Blue Jays","Popular"
"1300",2005,"AL East",162,80,82,0,49.4,0.543,"3rd of 5",15,"",775,705,2014995,28,28.2,37,18,"R.Halladay (5.5)","J.Gibbons (80-82)","Toronto Blue Jays","Popular"
"1301",2004,"AL East",161,67,94,0,41.6,0.439,"5th of 5",33,"",719,823,1900041,28,28.6,47,25,"O.Hudson (5.2)","C.Tosca (47-64) and J.Gibbons (20-30)","Toronto Blue Jays","Unpopular"
"1302",2003,"AL East",162,86,76,0,53.1,0.536,"3rd of 5",15,"",894,826,1799458,28.4,29,40,22,"R.Halladay (8.0)","C.Tosca (86-76)","Toronto Blue Jays","Unpopular"
"1303",2002,"AL East",162,78,84,0,48.1,0.492,"3rd of 5",25,"",813,828,1637900,27.2,27.4,45,24,"R.Halladay (7.1)","B.Martinez (20-33) and C.Tosca (58-51)","Toronto Blue Jays","Unpopular"
"1304",2001,"AL East",162,80,82,0,49.4,0.508,"3rd of 5",16,"",767,753,1915438,28.2,28.5,41,20,"C.Delgado (4.5)","B.Martinez (80-82)","Toronto Blue Jays","Unpopular"
"1305",2000,"AL East",162,83,79,0,51.2,0.476,"3rd of 5",4,"",861,908,1705712,28.1,28.9,45,22,"C.Delgado (7.3)","J.Fregosi (83-79)","Toronto Blue Jays","Unpopular"
"1306",1999,"AL East",162,84,78,0,51.9,0.511,"3rd of 5",14,"",883,862,2163464,28.3,27.9,53,22,"S.Green (6.4)","J.Fregosi (84-78)","Toronto Blue Jays","Popular"
"1307",1998,"AL East",163,88,74,1,54.3,0.528,"3rd of 5",26,"",816,768,2454303,28.9,30.3,41,20,"R.Clemens (8.1)","T.Johnson (88-74)","Toronto Blue Jays","Popular"
"1308",1997,"AL East",162,76,86,0,46.9,0.473,"5th of 5",22,"",654,694,2589297,29.6,28.8,44,20,"R.Clemens (12.1)","C.Gaston (72-85) and M.Queen (4-1)","Toronto Blue Jays","Popular"
"1309",1996,"AL East",162,74,88,0,45.7,0.475,"4th of 5",18,"",766,809,2559573,28.6,28.3,40,20,"P.Hentgen (8.6)","C.Gaston (74-88)","Toronto Blue Jays","Popular"
"1310",1995,"AL East",144,56,88,0,38.9,0.414,"5th of 5",30,"",642,777,2826483,28.9,28.7,39,20,"A.Leiter (5.7)","C.Gaston (56-88)","Toronto Blue Jays","Popular"
"1311",1994,"AL East",115,55,60,0,47.8,0.49,"3rd of 5",16,"",566,579,2907933,29.3,29,34,17,"P.Hentgen (5.4)","C.Gaston (55-60)","Toronto Blue Jays","Popular"
"1312",1993,"AL East",162,95,67,0,58.6,0.56,"1st of 7",0,"Won WS (4-2)",847,742,4057947,29.2,29.5,38,16,"J.Olerud (7.8)","C.Gaston (95-67)","Toronto Blue Jays","Very popular"
"1313",1992,"AL East",162,96,66,0,59.3,0.561,"1st of 7",0,"Won WS (4-2)",780,682,4028318,29.3,30,40,17,"R.Alomar (6.6)","C.Gaston (96-66)","Toronto Blue Jays","Very popular"
"1314",1991,"AL East",162,91,71,0,56.2,0.543,"1st of 7",0,"Lost ALCS (4-1)",684,622,4001527,27.6,28.2,45,20,"D.White (6.3)","C.Gaston (72-57) and G.Tenace (19-14)","Toronto Blue Jays","Very popular"
"1315",1990,"AL East",162,86,76,0,53.1,0.568,"2nd of 7",2,"",767,661,3885284,26.9,29,41,19,"D.Stieb (5.9)","C.Gaston (86-76)","Toronto Blue Jays","Very popular"
"1316",1989,"AL East",162,89,73,0,54.9,0.553,"1st of 7",0,"Lost ALCS (4-1)",731,651,3375883,27.9,29,43,19,"F.McGriff (6.6)","J.Williams (12-24) and C.Gaston (77-49)","Toronto Blue Jays","Very popular"
"1317",1988,"AL East",162,87,75,0,53.7,0.552,"3rd of 7",2,"",763,680,2595175,27.4,28.9,35,16,"F.McGriff (6.2)","J.Williams (87-75)","Toronto Blue Jays","Popular"
"1318",1987,"AL East",162,96,66,0,59.3,0.614,"2nd of 7",2,"",845,655,2778429,27.8,27.8,38,15,"J.Key (7.4)","J.Williams (96-66)","Toronto Blue Jays","Popular"
"1319",1986,"AL East",163,86,76,1,53.1,0.545,"4th of 7",9,"",809,733,2455477,28.4,27.7,36,18,"J.Barfield (7.6)","J.Williams (86-76)","Toronto Blue Jays","Popular"
"1320",1985,"AL East",161,99,62,0,61.5,0.615,"1st of 7",0,"Lost ALCS (4-3)",759,588,2468925,27.7,28.9,40,15,"J.Barfield (6.9)","B.Cox (99-62)","Toronto Blue Jays","Popular"
"1321",1984,"AL East",163,89,73,1,54.9,0.534,"2nd of 7",15,"",750,696,2110009,27.7,27.8,33,13,"D.Stieb (7.9)","B.Cox (89-73)","Toronto Blue Jays","Popular"
"1322",1983,"AL East",162,89,73,0,54.9,0.541,"4th of 7",9,"",795,726,1930415,27.7,26.5,33,14,"D.Stieb (7.0)","B.Cox (89-73)","Toronto Blue Jays","Unpopular"
"1323",1982,"AL East",162,78,84,0,48.1,0.466,"6th of 7",17,"",651,701,1275978,26.5,25.6,36,13,"D.Stieb (7.6)","B.Cox (78-84)","Toronto Blue Jays","Unpopular"
